h,r,t
1861,2,14372
1899,2,14372
1903,2,14372
1355,2,14372
300,2,14372
1351,2,14378
2007,2,14378
2500,2,14378
1424,2,14378
2290,2,14378
211,2,14378
2894,2,14378
2373,2,14378
223,2,14378
150,2,14382
426,2,14382
2023,2,14382
1241,2,14382
440,2,14382
1433,2,14382
2614,2,14385
2807,2,14385
2616,2,14385
213,2,14385
2554,2,14385
212,2,14385
1561,2,14385
2059,2,14385
1679,2,14385
2532,2,14388
2351,2,14388
1892,2,14388
1811,2,14388
1470,2,14388
2362,2,14389
2554,2,14389
1789,2,14389
1323,2,14389
2392,2,14389
2462,2,14389
2089,2,14389
1889,2,14389
2337,2,14389
1561,2,14389
1758,2,14389
1988,2,14389
1464,2,14389
2535,2,14389
1422,2,14389
2743,2,14389
1348,2,14389
1794,2,14389
2711,2,14389
2452,2,14389
2554,2,14394
1789,2,14394
1323,2,14394
2341,2,14394
2089,2,14394
2396,2,14394
1561,2,14394
2617,2,14394
1988,2,14394
21,2,14394
2664,2,14395
2107,2,14395
2663,2,14395
2008,2,14395
1899,2,14395
2739,2,14395
300,2,14395
1381,2,14397
1351,2,14397
2007,2,14397
2290,2,14397
211,2,14397
1246,2,14399
2554,2,14399
2341,2,14399
2089,2,14399
2337,2,14399
1646,2,14399
21,2,14399
1363,2,14410
1377,2,14410
2738,2,14410
2120,2,14410
1905,2,14410
1363,2,14411
1377,2,14411
2086,2,14411
2738,2,14411
2120,2,14411
1905,2,14411
1363,2,14412
1377,2,14412
2086,2,14412
2120,2,14412
1905,2,14412
2341,2,14414
2089,2,14414
1561,2,14414
2213,2,14414
2119,2,14414
2712,2,14414
2023,2,14414
1357,2,14414
2709,2,14414
1700,2,14414
1906,2,14414
2059,2,14414
21,2,14414
1558,2,14414
357,2,14414
277,2,14414
1415,2,14414
2746,2,14414
1354,2,14415
2664,2,14415
2286,2,14415
249,2,14415
2289,2,14415
276,2,14415
1861,2,14415
1908,2,14415
2663,2,14415
2008,2,14415
1903,2,14415
1355,2,14415
300,2,14415
1246,2,14419
2639,2,14419
1349,2,14419
1889,2,14419
1858,2,14419
1259,2,14419
2745,2,14419
2097,2,14420
2289,2,14420
276,2,14420
1861,2,14420
2663,2,14420
2008,2,14420
2739,2,14420
300,2,14420
1792,2,14420
1205,2,14425
335,2,14425
1343,2,14425
168,2,14425
2029,2,14425
2540,2,14425
1499,2,14425
2362,2,14426
1641,2,14426
1789,2,14426
1646,2,14426
2535,2,14426
291,2,14426
2319,2,14426
2362,2,14428
2554,2,14428
1789,2,14428
1323,2,14428
2392,2,14428
2400,2,14428
2341,2,14428
2089,2,14428
1889,2,14428
2396,2,14428
1561,2,14428
2213,2,14428
1758,2,14428
1988,2,14428
2535,2,14428
1357,2,14428
2709,2,14428
1700,2,14428
21,2,14428
1422,2,14428
2743,2,14428
1896,2,14428
1348,2,14428
2378,2,14428
1670,2,14428
2362,2,14442
1795,2,14442
2614,2,14442
2807,2,14442
2616,2,14442
213,2,14442
1858,2,14442
150,2,14442
426,2,14442
2338,2,14442
1883,2,14445
1630,2,14445
2552,2,14445
2114,2,14445
1948,2,14445
2716,2,14445
2639,2,14446
256,2,14446
2179,2,14446
1858,2,14446
1906,2,14446
2198,2,14446
1407,2,14448
2029,2,14448
2250,2,14448
251,2,14448
1821,2,14448
1363,2,14454
1377,2,14454
1913,2,14454
2086,2,14454
2078,2,14454
1905,2,14454
1795,2,14465
1349,2,14465
2341,2,14465
2396,2,14465
2213,2,14465
1758,2,14465
150,2,14465
426,2,14465
2617,2,14465
2023,2,14465
2535,2,14465
21,2,14465
277,2,14465
1805,2,14465
1305,2,14465
1241,2,14465
440,2,14465
1433,2,14465
2362,2,14470
1795,2,14470
1641,2,14470
1703,2,14470
2341,2,14470
2089,2,14470
1889,2,14470
2337,2,14470
150,2,14470
426,2,14470
2338,2,14470
1171,2,14470
2339,2,14470
1988,2,14470
2535,2,14470
1700,2,14470
291,2,14470
2319,2,14470
1906,2,14470
21,2,14470
1422,2,14470
2743,2,14470
2330,2,14470
2362,2,14472
2639,2,14472
1889,2,14472
2396,2,14472
1646,2,14472
2535,2,14472
1357,2,14472
2709,2,14472
1700,2,14472
1422,2,14472
2743,2,14472
1259,2,14472
1348,2,14472
1679,2,14472
1910,2,14472
1641,2,14479
2341,2,14479
21,2,14479
2743,2,14479
2387,2,14479
2362,2,14480
2614,2,14480
2807,2,14480
2616,2,14480
213,2,14480
1889,2,14480
150,2,14480
426,2,14480
2535,2,14480
2743,2,14480
1241,2,14480
440,2,14480
1641,2,14482
2392,2,14482
1171,2,14482
2339,2,14482
1988,2,14482
2535,2,14482
1795,2,14494
1246,2,14494
2337,2,14494
1646,2,14494
2535,2,14494
2362,2,14499
1349,2,14499
2341,2,14499
2089,2,14499
21,2,14499
2452,2,14499
2362,2,14509
2535,2,14509
1906,2,14509
1422,2,14509
2743,2,14509
2362,2,14510
2554,2,14510
2341,2,14510
2089,2,14510
1646,2,14510
21,2,14510
2425,2,14511
2190,2,14511
243,2,14511
2758,2,14511
2634,2,14511
1363,2,14515
2086,2,14515
2078,2,14515
2533,2,14515
2121,2,14515
1163,2,14521
2016,2,14521
2348,2,14521
2005,2,14521
1339,2,14521
239,2,14521
1165,2,14521
2038,2,14521
2029,2,14523
2250,2,14523
251,2,14523
1821,2,14523
269,2,14523
2530,2,14523
2208,2,14525
1158,2,14525
2633,2,14525
2212,2,14525
1753,2,14525
2196,2,14525
2664,2,14531
2663,2,14531
2008,2,14531
1903,2,14531
2451,2,14531
1883,2,14533
1630,2,14533
2552,2,14533
2635,2,14533
1948,2,14533
2716,2,14533
1883,2,14534
1630,2,14534
2552,2,14534
1948,2,14534
2716,2,14534
2362,2,14537
1246,2,14537
2341,2,14537
1889,2,14537
150,2,14537
426,2,14537
1988,2,14537
21,2,14537
1259,2,14537
1241,2,14537
440,2,14537
1794,2,14537
2711,2,14537
2343,2,14538
1889,2,14538
150,2,14538
426,2,14538
1241,2,14538
440,2,14538
1349,2,14540
1889,2,14540
2337,2,14540
150,2,14540
426,2,14540
2119,2,14540
2712,2,14540
1241,2,14540
440,2,14540
1889,2,14542
1555,2,14542
150,2,14542
426,2,14542
2338,2,14542
1988,2,14542
1259,2,14542
1241,2,14542
440,2,14542
1943,2,14542
1846,2,14542
1349,2,14547
1789,2,14547
1555,2,14547
2535,2,14547
1357,2,14547
2709,2,14547
1794,2,14547
2711,2,14547
2452,2,14547
1883,2,14548
2554,2,14548
2171,2,14548
1630,2,14548
2552,2,14548
2635,2,14548
2114,2,14548
1886,2,14548
234,2,14548
1948,2,14548
2716,2,14548
1883,2,14549
2171,2,14549
1630,2,14549
2552,2,14549
2635,2,14549
2114,2,14549
1886,2,14549
234,2,14549
1948,2,14549
2716,2,14549
2171,2,14550
1630,2,14550
1759,2,14550
1948,2,14550
2716,2,14550
2171,2,14552
1630,2,14552
1759,2,14552
1948,2,14552
2716,2,14552
2341,2,14553
1561,2,14553
1988,2,14553
21,2,14553
2743,2,14553
1889,2,14554
1555,2,14554
150,2,14554
426,2,14554
2338,2,14554
1259,2,14554
1241,2,14554
440,2,14554
1943,2,14554
2362,2,14557
1795,2,14557
2341,2,14557
2089,2,14557
1561,2,14557
1883,2,14563
1630,2,14563
2552,2,14563
2114,2,14563
1948,2,14563
2716,2,14563
1246,2,14572
2343,2,14572
1703,2,14572
2392,2,14572
2341,2,14572
1889,2,14572
21,2,14572
1259,2,14572
1805,2,14572
1846,2,14572
2452,2,14572
1883,2,14581
2171,2,14581
1630,2,14581
2552,2,14581
1948,2,14581
2716,2,14581
1883,2,14582
2171,2,14582
1630,2,14582
2552,2,14582
2114,2,14582
1948,2,14582
2716,2,14582
2171,2,14584
1630,2,14584
2635,2,14584
2114,2,14584
1886,2,14584
234,2,14584
2554,2,14585
2171,2,14585
1630,2,14585
1759,2,14585
2552,2,14585
1883,2,14587
1630,2,14587
2552,2,14587
2635,2,14587
2114,2,14587
2362,2,14589
1795,2,14589
2554,2,14589
2639,2,14589
2089,2,14589
1889,2,14589
2396,2,14589
2337,2,14589
150,2,14589
426,2,14589
2338,2,14589
2023,2,14589
2743,2,14589
1241,2,14589
440,2,14589
1415,2,14589
2746,2,14589
2745,2,14589
2452,2,14589
2343,2,14590
1889,2,14590
1858,2,14590
150,2,14590
426,2,14590
2338,2,14590
2023,2,14590
291,2,14590
2319,2,14590
1241,2,14590
440,2,14590
1846,2,14590
2362,2,14593
1858,2,14593
150,2,14593
426,2,14593
1241,2,14593
440,2,14593
1883,2,14595
2171,2,14595
2635,2,14595
1886,2,14595
234,2,14595
2097,2,14597
1861,2,14597
1908,2,14597
2663,2,14597
2008,2,14597
1384,2,14599
1163,2,14599
2016,2,14599
2005,2,14599
1312,2,14599
2182,2,14599
258,2,14599
1163,2,14602
2016,2,14602
1825,2,14602
2182,2,14602
258,2,14602
1522,2,14602
1284,2,14602
1163,2,14603
2016,2,14603
2005,2,14603
1187,2,14603
1825,2,14603
2182,2,14603
258,2,14603
1631,2,14615
2506,2,14615
1928,2,14615
2126,2,14615
1228,2,14615
1354,2,14618
2208,2,14618
1158,2,14618
2664,2,14618
2097,2,14618
2107,2,14618
2289,2,14618
276,2,14618
1861,2,14618
1908,2,14618
2663,2,14618
2008,2,14618
1864,2,14618
1899,2,14618
2739,2,14618
1903,2,14618
2451,2,14618
1355,2,14618
2119,2,14621
2712,2,14621
1700,2,14621
1305,2,14621
1585,2,14621
1930,2,14628
1892,2,14628
1811,2,14628
1470,2,14628
2322,2,14628
1930,2,14629
2532,2,14629
2492,2,14629
2351,2,14629
1892,2,14629
1811,2,14629
1470,2,14629
1924,2,14633
1177,2,14633
1408,2,14633
2491,2,14633
2226,2,14633
240,2,14633
1768,2,14633
1925,2,14633
1201,2,14633
1419,2,14633
1232,2,14633
1287,2,14633
2102,2,14641
2229,2,14641
2269,2,14641
1728,2,14641
2234,2,14641
199,2,14643
2292,2,14643
2295,2,14643
200,2,14643
1273,2,14643
1968,2,14643
1704,2,14643
1570,2,14643
2817,2,14643
2141,2,14643
352,2,14643
2497,2,14643
2068,2,14643
1396,2,14643
2036,2,14643
1731,2,14643
1282,2,14643
2107,2,14645
2289,2,14645
276,2,14645
2663,2,14645
2008,2,14645
1355,2,14645
2219,2,14646
2222,2,14646
1916,2,14646
2218,2,14646
1962,2,14646
2419,2,14650
2219,2,14650
2224,2,14650
2137,2,14650
2216,2,14650
2218,2,14650
2767,2,14650
1173,2,14653
236,2,14653
1430,2,14653
1726,2,14653
1953,2,14653
2165,2,14653
1379,2,14653
170,2,14653
1366,2,14653
2362,2,14656
1795,2,14656
2554,2,14656
2639,2,14656
2089,2,14656
2396,2,14656
2337,2,14656
1646,2,14656
2452,2,14656
2047,2,14657
2208,2,14657
1158,2,14657
2633,2,14657
2252,2,14657
2180,2,14657
1753,2,14657
207,2,14659
2024,2,14659
2048,2,14659
2769,2,14659
2014,2,14659
2614,2,14661
2807,2,14661
2616,2,14661
213,2,14661
150,2,14661
426,2,14661
2338,2,14661
1932,2,14661
2362,2,14670
1795,2,14670
2639,2,14670
2343,2,14670
1703,2,14670
1323,2,14670
2089,2,14670
1889,2,14670
1858,2,14670
2396,2,14670
2337,2,14670
1758,2,14670
1646,2,14670
150,2,14670
426,2,14670
2338,2,14670
1422,2,14670
2743,2,14670
1259,2,14670
2198,2,14670
1305,2,14670
1932,2,14670
1241,2,14670
440,2,14670
1679,2,14670
1381,2,14676
1351,2,14676
1368,2,14676
2007,2,14676
2500,2,14676
1424,2,14676
2290,2,14676
211,2,14676
2392,2,14684
150,2,14684
426,2,14684
1241,2,14684
440,2,14684
1273,2,14685
1968,2,14685
2494,2,14685
1704,2,14685
1368,2,14685
1570,2,14685
2497,2,14685
1218,2,14685
2068,2,14685
1396,2,14685
2036,2,14685
1536,2,14685
1282,2,14685
1625,2,14685
2224,2,14685
2137,2,14685
2029,2,14688
2250,2,14688
251,2,14688
1821,2,14688
272,2,14688
1500,2,14688
1854,2,14689
2207,2,14689
1823,2,14689
1162,2,14689
2340,2,14689
256,2,14696
2179,2,14696
1561,2,14696
2119,2,14696
2712,2,14696
2343,2,14698
1858,2,14698
150,2,14698
426,2,14698
2338,2,14698
2745,2,14698
1910,2,14698
2392,2,14701
2337,2,14701
150,2,14701
426,2,14701
1422,2,14701
1241,2,14701
440,2,14701
1348,2,14701
1924,2,14704
1177,2,14704
1768,2,14704
1925,2,14704
1201,2,14704
1419,2,14704
1186,2,14707
2015,2,14707
2182,2,14707
258,2,14707
2113,2,14707
2171,2,14710
1630,2,14710
1759,2,14710
1886,2,14710
234,2,14710
1407,2,14711
2250,2,14711
251,2,14711
1821,2,14711
272,2,14711
1500,2,14711
1795,2,14713
2614,2,14713
2807,2,14713
2616,2,14713
213,2,14713
219,2,14717
2324,2,14717
2250,2,14717
251,2,14717
269,2,14717
2530,2,14717
1163,2,14720
2016,2,14720
2005,2,14720
2182,2,14720
258,2,14720
1407,2,14721
2026,2,14721
1960,2,14721
1498,2,14721
261,2,14721
2578,2,14721
1633,2,14721
1949,2,14721
2192,2,14721
2194,2,14721
2579,2,14721
2297,2,14721
244,2,14721
2365,2,14721
2377,2,14721
2577,2,14721
1417,2,14721
1429,2,14721
1273,2,14722
1968,2,14722
2494,2,14722
1704,2,14722
1368,2,14722
1570,2,14722
2497,2,14722
1218,2,14722
1396,2,14722
2036,2,14722
1731,2,14722
1273,2,14723
2494,2,14723
1704,2,14723
1368,2,14723
1570,2,14723
2614,2,14724
2807,2,14724
2616,2,14724
213,2,14724
256,2,14724
2179,2,14724
1646,2,14724
242,2,14725
2553,2,14725
1283,2,14725
241,2,14725
1289,2,14725
1479,2,14725
1641,2,14734
1349,2,14734
2341,2,14734
1988,2,14734
21,2,14734
2330,2,14734
1641,2,14735
1349,2,14735
2341,2,14735
1889,2,14735
21,2,14735
1641,2,14741
2392,2,14741
2341,2,14741
2089,2,14741
1889,2,14741
21,2,14741
1805,2,14741
2330,2,14741
2362,2,14748
1641,2,14748
1789,2,14748
2341,2,14748
1561,2,14748
21,2,14748
1932,2,14748
1407,2,14749
2026,2,14749
1960,2,14749
2578,2,14749
2297,2,14749
244,2,14749
2365,2,14749
1429,2,14749
1922,2,14752
1854,2,14752
1681,2,14752
2531,2,14752
1162,2,14752
2340,2,14752
1320,2,14752
2007,2,14754
2894,2,14754
2373,2,14754
223,2,14754
2294,2,14754
1789,2,14763
1323,2,14763
1889,2,14763
1555,2,14763
1943,2,14763
1177,2,14766
1408,2,14766
2226,2,14766
240,2,14766
1925,2,14766
1419,2,14766
2208,2,14767
1158,2,14767
2633,2,14767
2212,2,14767
2193,2,14767
2208,2,14769
1158,2,14769
1986,2,14769
2633,2,14769
2212,2,14769
1753,2,14769
2193,2,14769
1246,2,14774
2341,2,14774
1889,2,14774
1858,2,14774
150,2,14774
426,2,14774
2338,2,14774
2059,2,14774
21,2,14774
1246,2,14780
2614,2,14780
2807,2,14780
2616,2,14780
213,2,14780
1858,2,14780
1789,2,14784
1323,2,14784
2400,2,14784
1561,2,14784
2452,2,14784
2167,2,14785
2256,2,14785
1958,2,14785
206,2,14785
1167,2,14785
210,2,14785
2160,2,14785
1436,2,14785
1399,2,14785
1267,2,14785
2614,2,14789
2807,2,14789
2616,2,14789
213,2,14789
2462,2,14789
1906,2,14789
2059,2,14789
1889,2,14795
150,2,14795
426,2,14795
2338,2,14795
1988,2,14795
2023,2,14795
2743,2,14795
1259,2,14795
1241,2,14795
440,2,14795
1943,2,14795
150,2,14798
426,2,14798
2023,2,14798
1241,2,14798
440,2,14798
1889,2,14800
150,2,14800
426,2,14800
1241,2,14800
440,2,14800
2614,2,14809
2807,2,14809
2616,2,14809
213,2,14809
291,2,14809
2319,2,14809
2614,2,14815
2807,2,14815
2616,2,14815
213,2,14815
2119,2,14815
2712,2,14815
291,2,14815
2319,2,14815
1354,2,14818
2208,2,14818
1158,2,14818
2664,2,14818
2097,2,14818
2107,2,14818
2289,2,14818
276,2,14818
1908,2,14818
2663,2,14818
2008,2,14818
1864,2,14818
1903,2,14818
2451,2,14818
300,2,14818
1792,2,14818
1930,2,14832
2492,2,14832
2351,2,14832
1892,2,14832
1811,2,14832
1470,2,14832
2614,2,14841
2807,2,14841
2616,2,14841
213,2,14841
212,2,14841
2614,2,14842
2807,2,14842
2616,2,14842
213,2,14842
212,2,14842
2614,2,14844
2807,2,14844
2616,2,14844
213,2,14844
212,2,14844
2289,2,14851
276,2,14851
1908,2,14851
2663,2,14851
2008,2,14851
1743,2,14853
1205,2,14853
335,2,14853
1343,2,14853
168,2,14853
2029,2,14853
2540,2,14853
1499,2,14853
199,2,14859
2292,2,14859
2295,2,14859
200,2,14859
1273,2,14859
2149,2,14859
1968,2,14859
2494,2,14859
1704,2,14859
1570,2,14859
2399,2,14859
2817,2,14859
2141,2,14859
352,2,14859
2497,2,14859
1218,2,14859
2068,2,14859
1396,2,14859
2036,2,14859
2279,2,14859
1536,2,14859
1731,2,14859
1282,2,14859
1625,2,14859
1162,2,14859
2340,2,14859
2224,2,14859
2137,2,14859
1428,2,14859
1343,2,14861
168,2,14861
1821,2,14861
1803,2,14861
269,2,14861
2530,2,14861
1887,2,14862
1630,2,14862
2635,2,14862
2114,2,14862
1356,2,14862
2614,2,14864
2807,2,14864
2616,2,14864
213,2,14864
2343,2,14864
212,2,14864
150,2,14864
426,2,14864
291,2,14864
2319,2,14864
2059,2,14864
1241,2,14864
440,2,14864
2614,2,14866
2807,2,14866
2616,2,14866
212,2,14866
2059,2,14866
2362,2,14876
2639,2,14876
2343,2,14876
1889,2,14876
2396,2,14876
150,2,14876
426,2,14876
2338,2,14876
2023,2,14876
2535,2,14876
2743,2,14876
1910,2,14876
2614,2,14889
2807,2,14889
2616,2,14889
213,2,14889
212,2,14889
1246,2,14905
1858,2,14905
2396,2,14905
2198,2,14905
1910,2,14905
2614,2,14908
2807,2,14908
2616,2,14908
212,2,14908
256,2,14908
2179,2,14908
1246,2,14909
2614,2,14909
2807,2,14909
2616,2,14909
213,2,14909
2343,2,14909
212,2,14909
256,2,14909
2179,2,14909
1889,2,14909
2396,2,14909
1561,2,14909
150,2,14909
426,2,14909
2338,2,14909
1988,2,14909
2119,2,14909
2712,2,14909
291,2,14909
2319,2,14909
277,2,14909
2743,2,14909
1305,2,14909
1679,2,14909
1910,2,14909
2614,2,14914
2807,2,14914
2616,2,14914
213,2,14914
212,2,14914
2614,2,14916
2807,2,14916
2616,2,14916
213,2,14916
212,2,14916
2462,2,14916
2343,2,14920
256,2,14920
2179,2,14920
150,2,14920
426,2,14920
2338,2,14920
2198,2,14920
2614,2,14925
2807,2,14925
2616,2,14925
213,2,14925
2343,2,14925
1889,2,14925
1858,2,14925
150,2,14925
426,2,14925
2338,2,14925
1906,2,14925
1910,2,14925
1246,2,14928
1889,2,14928
1858,2,14928
150,2,14928
426,2,14928
2338,2,14928
291,2,14928
2319,2,14928
2059,2,14928
277,2,14928
2047,2,14936
220,2,14936
2208,2,14936
1158,2,14936
1986,2,14936
2633,2,14936
2246,2,14936
1390,2,14936
2252,2,14936
1816,2,14936
2196,2,14936
2193,2,14936
2614,2,14941
2807,2,14941
2616,2,14941
213,2,14941
2343,2,14941
150,2,14941
426,2,14941
2338,2,14941
2362,2,14944
1795,2,14944
2554,2,14944
1641,2,14944
1789,2,14944
1323,2,14944
2392,2,14944
2400,2,14944
2089,2,14944
1889,2,14944
2396,2,14944
2337,2,14944
1555,2,14944
1561,2,14944
2213,2,14944
1758,2,14944
1988,2,14944
1464,2,14944
2535,2,14944
1357,2,14944
2709,2,14944
1422,2,14944
2743,2,14944
1805,2,14944
1896,2,14944
1932,2,14944
1348,2,14944
2378,2,14944
1943,2,14944
1670,2,14944
1794,2,14944
2711,2,14944
1894,2,14944
2452,2,14944
2330,2,14944
1789,2,14949
1323,2,14949
2400,2,14949
2396,2,14949
1943,2,14949
2452,2,14949
1883,2,14954
1630,2,14954
2635,2,14954
2114,2,14954
1356,2,14954
1407,2,14970
2029,2,14970
1821,2,14970
269,2,14970
2530,2,14970
1407,2,14971
2029,2,14971
2250,2,14971
251,2,14971
1821,2,14971
2540,2,14971
269,2,14971
2530,2,14971
272,2,14971
1500,2,14971
2362,2,14972
2614,2,14972
2807,2,14972
2616,2,14972
212,2,14972
1349,2,14972
1171,2,14972
2339,2,14972
1422,2,14972
2743,2,14972
1259,2,14972
1348,2,14972
1846,2,14972
1381,2,14983
1351,2,14983
1368,2,14983
1570,2,14983
2007,2,14983
2500,2,14983
1424,2,14983
2290,2,14983
211,2,14983
2199,2,14983
2894,2,14983
2373,2,14983
223,2,14983
2294,2,14983
1363,2,14985
1377,2,14985
2121,2,14985
2120,2,14985
1905,2,14985
1327,2,14986
1993,2,14986
2439,2,14986
2473,2,14986
170,2,14986
1366,2,14986
2226,2,14987
240,2,14987
1768,2,14987
1925,2,14987
1232,2,14987
1287,2,14987
2555,2,14988
250,2,14988
264,2,14988
1495,2,14988
2192,2,14988
1273,2,14993
1570,2,14993
2399,2,14993
2497,2,14993
1396,2,14993
1162,2,14993
2340,2,14993
2171,2,14995
1630,2,14995
1759,2,14995
1886,2,14995
234,2,14995
1936,2,14995
2554,2,15001
2392,2,15001
150,2,15001
426,2,15001
2338,2,15001
2614,2,15005
2807,2,15005
2616,2,15005
213,2,15005
2554,2,15005
2343,2,15005
2400,2,15005
2396,2,15005
2023,2,15005
291,2,15005
2319,2,15005
2743,2,15005
1433,2,15005
2614,2,15007
2807,2,15007
2616,2,15007
212,2,15007
150,2,15007
426,2,15007
1241,2,15007
440,2,15007
2362,2,15015
1246,2,15015
2614,2,15015
2807,2,15015
2616,2,15015
212,2,15015
2341,2,15015
2089,2,15015
1561,2,15015
1646,2,15015
150,2,15015
426,2,15015
2338,2,15015
2023,2,15015
2535,2,15015
21,2,15015
1422,2,15015
2743,2,15015
2387,2,15015
1794,2,15015
2711,2,15015
1894,2,15015
2330,2,15015
1561,2,15016
1422,2,15016
2198,2,15016
2378,2,15016
1679,2,15016
2639,2,15020
2343,2,15020
150,2,15020
426,2,15020
2338,2,15020
2362,2,15021
1795,2,15021
2554,2,15021
2396,2,15021
2337,2,15021
2341,2,15023
2089,2,15023
1858,2,15023
2396,2,15023
2337,2,15023
2119,2,15023
2712,2,15023
2023,2,15023
291,2,15023
2319,2,15023
21,2,15023
2743,2,15023
1305,2,15023
1794,2,15023
2711,2,15023
2614,2,15027
2807,2,15027
2616,2,15027
213,2,15027
212,2,15027
2614,2,15029
2807,2,15029
2616,2,15029
213,2,15029
212,2,15029
2059,2,15029
1858,2,15033
150,2,15033
426,2,15033
2338,2,15033
1846,2,15033
2614,2,15038
2807,2,15038
2616,2,15038
213,2,15038
2396,2,15038
1988,2,15038
1422,2,15038
1641,2,15040
2343,2,15040
150,2,15040
426,2,15040
1241,2,15040
440,2,15040
2482,2,15041
1225,2,15041
1253,2,15041
170,2,15041
1366,2,15041
1924,2,15044
2226,2,15044
240,2,15044
1925,2,15044
1419,2,15044
1205,2,15057
335,2,15057
2250,2,15057
251,2,15057
1499,2,15057
1855,2,15058
219,2,15058
2324,2,15058
1821,2,15058
1803,2,15058
1855,2,15059
1205,2,15059
335,2,15059
2029,2,15059
2540,2,15059
1743,2,15060
1205,2,15060
335,2,15060
2029,2,15060
1821,2,15060
2540,2,15060
1855,2,15062
1205,2,15062
335,2,15062
1821,2,15062
1499,2,15062
1743,2,15066
1205,2,15066
335,2,15066
2029,2,15066
269,2,15066
2530,2,15066
1163,2,15068
2016,2,15068
2182,2,15068
258,2,15068
1783,2,15068
2614,2,15081
2807,2,15081
2616,2,15081
213,2,15081
2059,2,15081
2614,2,15082
2807,2,15082
2616,2,15082
213,2,15082
2462,2,15082
1700,2,15082
2059,2,15082
1422,2,15082
2614,2,15084
2807,2,15084
2616,2,15084
213,2,15084
2462,2,15084
2059,2,15084
1422,2,15084
277,2,15084
1997,2,15090
217,2,15090
2221,2,15090
2514,2,15090
1191,2,15090
1427,2,15090
1212,2,15090
1675,2,15090
1324,2,15090
1417,2,15090
2209,2,15090
1325,2,15090
2501,2,15090
1263,2,15097
1959,2,15097
2383,2,15097
1506,2,15097
1266,2,15097
1424,2,15097
2290,2,15097
211,2,15097
1403,2,15097
1741,2,15097
2373,2,15097
223,2,15097
2296,2,15097
1505,2,15097
1424,2,15098
2290,2,15098
211,2,15098
2373,2,15098
223,2,15098
1571,2,15101
1403,2,15101
1741,2,15101
1420,2,15101
1933,2,15101
2203,2,15101
239,2,15101
1165,2,15101
2038,2,15101
1505,2,15101
1930,2,15109
2532,2,15109
1892,2,15109
1811,2,15109
1470,2,15109
1246,2,15114
1641,2,15114
1789,2,15114
2392,2,15114
2341,2,15114
2089,2,15114
2337,2,15114
1561,2,15114
2535,2,15114
21,2,15114
1422,2,15114
2743,2,15114
1348,2,15114
1968,2,15118
1704,2,15118
1396,2,15118
1428,2,15118
1202,2,15118
2379,2,15120
1493,2,15120
2144,2,15120
198,2,15120
1982,2,15120
1163,2,15122
2016,2,15122
2005,2,15122
2182,2,15122
258,2,15122
1783,2,15122
1407,2,15123
1343,2,15123
168,2,15123
2250,2,15123
251,2,15123
210,2,15133
2160,2,15133
2670,2,15133
1399,2,15133
2481,2,15133
1930,2,15139
2532,2,15139
2492,2,15139
2351,2,15139
1892,2,15139
1811,2,15139
1470,2,15139
2322,2,15139
2346,2,15139
1930,2,15142
2532,2,15142
2492,2,15142
2351,2,15142
1892,2,15142
1811,2,15142
1470,2,15142
2322,2,15142
1930,2,15145
2532,2,15145
2492,2,15145
2351,2,15145
1892,2,15145
1470,2,15145
2532,2,15151
2492,2,15151
2351,2,15151
1892,2,15151
1811,2,15151
1930,2,15163
2532,2,15163
2492,2,15163
2351,2,15163
1892,2,15163
1424,2,15168
2894,2,15168
2373,2,15168
223,2,15168
2294,2,15168
1273,2,15171
1968,2,15171
2494,2,15171
1704,2,15171
2497,2,15171
1731,2,15171
1641,2,15172
2341,2,15172
1889,2,15172
1858,2,15172
150,2,15172
426,2,15172
2338,2,15172
21,2,15172
1259,2,15172
2745,2,15172
1943,2,15172
1381,2,15176
1351,2,15176
1368,2,15176
2372,2,15176
1570,2,15176
2007,2,15176
2500,2,15176
1424,2,15176
2290,2,15176
211,2,15176
2199,2,15176
2894,2,15176
2373,2,15176
223,2,15176
2294,2,15176
2614,2,15182
2807,2,15182
2616,2,15182
213,2,15182
2639,2,15182
1703,2,15182
212,2,15182
256,2,15182
2179,2,15182
2392,2,15182
2341,2,15182
2089,2,15182
1889,2,15182
1555,2,15182
150,2,15182
426,2,15182
1988,2,15182
2119,2,15182
2712,2,15182
2535,2,15182
291,2,15182
2319,2,15182
21,2,15182
1422,2,15182
277,2,15182
2743,2,15182
1259,2,15182
1305,2,15182
1241,2,15182
440,2,15182
1348,2,15182
2745,2,15182
1943,2,15182
2425,2,15184
2190,2,15184
243,2,15184
2758,2,15184
2634,2,15184
2425,2,15186
2190,2,15186
243,2,15186
2758,2,15186
2634,2,15186
1407,2,15190
2026,2,15190
1960,2,15190
2578,2,15190
1949,2,15190
1586,2,15190
2614,2,15193
2807,2,15193
2616,2,15193
213,2,15193
212,2,15193
291,2,15193
2319,2,15193
2614,2,15194
2807,2,15194
2616,2,15194
213,2,15194
1259,2,15194
1889,2,15196
150,2,15196
426,2,15196
2338,2,15196
1422,2,15196
1246,2,15199
1349,2,15199
1323,2,15199
1889,2,15199
1171,2,15199
2339,2,15199
1348,2,15199
1407,2,15204
1852,2,15204
767,2,15204
2026,2,15204
1960,2,15204
1498,2,15204
261,2,15204
2578,2,15204
1633,2,15204
1949,2,15204
2192,2,15204
2194,2,15204
2579,2,15204
2297,2,15204
244,2,15204
2365,2,15204
2377,2,15204
2577,2,15204
1417,2,15204
