h,r,t
1242,2,500172
2746,2,500172
1944,2,500172
1847,2,500172
2131,2,500172
1796,2,500188
2640,2,500188
2344,2,500188
257,2,500188
2180,2,500188
2090,2,500188
1859,2,500188
427,2,500188
2339,2,500188
151,2,500188
1260,2,500188
441,2,500188
1242,2,500188
1416,2,500188
2747,2,500188
2746,2,500188
1911,2,500188
1796,2,500196
1247,2,500196
2640,2,500196
2342,2,500196
1859,2,500196
427,2,500196
2339,2,500196
151,2,500196
22,2,500196
2744,2,500196
2746,2,500196
1911,2,500196
2640,2,500199
2344,2,500199
2342,2,500199
427,2,500199
2339,2,500199
151,2,500199
1260,2,500199
1416,2,500199
2747,2,500199
2746,2,500199
2090,2,500231
1556,2,500231
2024,2,500231
1416,2,500231
2747,2,500231
2746,2,500231
2388,2,500231
2027,2,500928
1961,2,500928
2579,2,500928
245,2,500928
2298,2,500928
2555,2,501622
1790,2,501622
2342,2,501622
2090,2,501622
2340,2,501622
1172,2,501622
2453,2,501622
257,2,501744
2180,2,501744
1759,2,501744
2713,2,501744
2120,2,501744
1944,2,501744
1562,2,501828
1989,2,501828
1795,2,501828
2712,2,501828
1895,2,501828
2363,2,501892
2555,2,501892
1790,2,501892
1324,2,501892
2090,2,501892
1890,2,501892
1562,2,501892
1759,2,501892
2713,2,501892
2120,2,501892
2453,2,501892
2363,2,501901
1790,2,501901
1324,2,501901
2090,2,501901
1562,2,501901
1759,2,501901
2338,2,501910
1562,2,501910
2214,2,501910
2710,2,501910
1358,2,501910
1416,2,501910
2747,2,501910
2379,2,501910
2746,2,501910
1434,2,501910
1895,2,501910
2363,2,501918
1324,2,501918
427,2,501918
2339,2,501918
151,2,501918
2363,2,501961
1790,2,501961
2393,2,501961
2397,2,501961
2453,2,501961
2363,2,501976
1350,2,501976
2342,2,501976
1562,2,501976
2618,2,501976
22,2,501976
1806,2,501976
2363,2,502055
1350,2,502055
1790,2,502055
1324,2,502055
2401,2,502055
1562,2,502055
1759,2,502055
2379,2,502055
2401,2,502060
1890,2,502060
1989,2,502060
2713,2,502060
2120,2,502060
1465,2,502060
1864,2,502294
1217,2,502294
1861,2,502294
3013,2,502294
1723,2,502294
1935,2,502294
1790,2,502325
1324,2,502325
2090,2,502325
2397,2,502325
1562,2,502325
2713,2,502325
2120,2,502325
1897,2,502325
2453,2,502325
2344,2,502349
2342,2,502349
1562,2,502349
22,2,502349
1423,2,502349
2078,2,502359
238,2,502359
2367,2,502359
1895,2,502359
1270,2,502359
2363,2,502539
2617,2,502539
2808,2,502539
2615,2,502539
2555,2,502539
2344,2,502539
213,2,502539
257,2,502539
2180,2,502539
1350,2,502539
1790,2,502539
2393,2,502539
2463,2,502539
2090,2,502539
1890,2,502539
2397,2,502539
2338,2,502539
1556,2,502539
1562,2,502539
2214,2,502539
1759,2,502539
2340,2,502539
1172,2,502539
1989,2,502539
2536,2,502539
2710,2,502539
1358,2,502539
1701,2,502539
292,2,502539
2320,2,502539
2060,2,502539
278,2,502539
2744,2,502539
1897,2,502539
1306,2,502539
1349,2,502539
1944,2,502539
1847,2,502539
1671,2,502539
1680,2,502539
1795,2,502539
2712,2,502539
1895,2,502539
2453,2,502539
1264,2,502747
1572,2,502747
1960,2,502747
1507,2,502747
2347,2,502747
1425,2,502747
1404,2,502747
1742,2,502747
1275,2,502747
2374,2,502747
224,2,502747
1796,2,503053
1642,2,503053
1324,2,503053
2342,2,503053
2338,2,503053
1647,2,503053
2060,2,503053
22,2,503053
2746,2,503053
1556,2,503092
427,2,503092
2339,2,503092
151,2,503092
2340,2,503092
1172,2,503092
441,2,503092
1242,2,503092
2342,2,503132
427,2,503132
151,2,503132
22,2,503132
441,2,503132
1242,2,503132
1293,2,503300
1766,2,503300
1778,2,503300
1385,2,503300
1164,2,503300
2017,2,503300
2349,2,503300
1437,2,503300
2006,2,503300
1187,2,503300
1340,2,503300
1188,2,503300
1826,2,503300
2365,2,503300
1196,2,503300
1278,2,503300
2016,2,503300
1313,2,503300
259,2,503300
2183,2,503300
1523,2,503300
1784,2,503300
2114,2,503300
2039,2,503300
240,2,503300
1166,2,503300
1285,2,503300
1428,2,503762
1192,2,503762
1213,2,503762
2386,2,503762
1954,2,503762
2426,2,504118
2191,2,504118
2759,2,504118
2635,2,504118
244,2,504118
1931,2,504528
2533,2,504528
2493,2,504528
2352,2,504528
1893,2,504528
1328,2,504803
1994,2,504803
1883,2,504803
1807,2,504803
1318,2,504803
1164,2,505621
2017,2,505621
2349,2,505621
2006,2,505621
1188,2,505621
1196,2,505621
2016,2,505621
1313,2,505621
259,2,505621
2183,2,505621
2114,2,505621
2039,2,505621
240,2,505621
1166,2,505621
1285,2,505621
2078,2,505623
1273,2,505623
2289,2,505623
1216,2,505623
1426,2,505623
1251,2,505623
1971,2,505623
1990,2,505623
238,2,505623
2367,2,505623
1895,2,505623
1409,2,505623
253,2,505623
1270,2,505623
1433,2,505623
2025,2,506389
208,2,506389
2049,2,506389
2770,2,506389
2015,2,506389
2293,2,507152
200,2,507152
2150,2,507152
1969,2,507152
1705,2,507152
2498,2,507152
1219,2,507152
2069,2,507152
2280,2,507152
1163,2,507152
2341,2,507152
2138,2,507152
2225,2,507152
2150,2,507375
2818,2,507375
353,2,507375
2142,2,507375
2498,2,507375
1397,2,507375
2037,2,507375
2150,2,507394
1705,2,507394
1369,2,507394
2818,2,507394
353,2,507394
2142,2,507394
2498,2,507394
1397,2,507394
2037,2,507394
2280,2,507394
1732,2,507394
1626,2,507394
1404,2,507420
1421,2,507420
1813,2,507420
1275,2,507420
1934,2,507420
1264,2,507493
1572,2,507493
2384,2,507493
1507,2,507493
1425,2,507493
1742,2,507493
1421,2,507493
1813,2,507493
1275,2,507493
1934,2,507493
2614,2,507619
1640,2,507619
1421,2,507619
1813,2,507619
1275,2,507619
1934,2,507619
2384,2,507689
1507,2,507689
2039,2,507689
240,2,507689
1166,2,507689
218,2,507724
2222,2,507724
1192,2,507724
1522,2,507724
1325,2,507724
2210,2,507724
2386,2,507724
1326,2,507724
1954,2,507724
1571,2,507814
2818,2,507814
353,2,507814
2142,2,507814
2498,2,507814
2280,2,507814
2338,2,507878
2214,2,507878
2340,2,507878
1172,2,507878
1423,2,507878
2744,2,507878
2379,2,507878
1671,2,507878
1796,2,508591
2393,2,508591
2401,2,508591
2090,2,508591
2338,2,508591
2214,2,508591
2536,2,508591
1701,2,508591
292,2,508591
2320,2,508591
358,2,508591
1559,2,508591
1450,2,508591
1895,2,508591
2150,2,508605
2818,2,508605
353,2,508605
2142,2,508605
2037,2,508605
1968,2,508717
1161,2,508717
2711,2,508717
1324,2,508717
2393,2,508717
2463,2,508717
1562,2,508717
2214,2,508717
2713,2,508717
2120,2,508717
2710,2,508717
1358,2,508717
1701,2,508717
292,2,508717
2320,2,508717
1423,2,508717
278,2,508717
1306,2,508717
2379,2,508717
1795,2,508717
2712,2,508717
2393,2,508763
2713,2,508763
2120,2,508763
1423,2,508763
278,2,508763
1306,2,508763
2027,2,508974
1961,2,508974
2103,2,508974
2230,2,508974
2270,2,508974
2235,2,508974
2275,2,508974
1408,2,509485
220,2,509485
2325,2,509485
273,2,509485
1501,2,509485
220,2,509950
2325,2,509950
2030,2,509950
1822,2,509950
273,2,509950
1501,2,509950
2539,2,511643
2544,2,511643
391,2,511643
2244,2,511643
1935,2,511643
1274,2,511797
2150,2,511797
2400,2,511797
2818,2,511797
353,2,511797
2142,2,511797
1397,2,511797
2037,2,511797
1537,2,511797
1163,2,511797
2341,2,511797
1429,2,511797
1861,2,511810
3013,2,511810
1723,2,511810
391,2,511810
2244,2,511810
1521,2,511810
2160,2,511829
1855,2,511829
2532,2,511829
1824,2,511829
1321,2,511829
1408,2,512051
1853,2,512051
768,2,512051
2027,2,512051
1961,2,512051
2579,2,512051
2298,2,512051
2420,2,512528
2220,2,512528
2138,2,512528
2225,2,512528
2223,2,512528
1963,2,512528
2768,2,512528
2027,2,512842
1961,2,512842
245,2,512842
2298,2,512842
1430,2,512842
2027,2,512903
1961,2,512903
1587,2,512903
245,2,512903
2298,2,512903
1408,2,513290
2027,2,513290
1961,2,513290
2579,2,513290
1587,2,513290
2027,2,513301
1961,2,513301
2579,2,513301
1587,2,513301
245,2,513301
2298,2,513301
2027,2,513335
1961,2,513335
2579,2,513335
245,2,513335
2298,2,513335
1408,2,513943
2027,2,513943
1961,2,513943
2579,2,513943
1587,2,513943
2580,2,513943
245,2,513943
2298,2,513943
1853,2,514128
768,2,514128
2027,2,514128
1961,2,514128
2579,2,514128
2193,2,514128
1587,2,514128
245,2,514128
2298,2,514128
1408,2,514175
2027,2,514175
1961,2,514175
2579,2,514175
1587,2,514175
1408,2,514485
2027,2,514485
1961,2,514485
1950,2,514485
2580,2,514485
2027,2,514929
1961,2,514929
2193,2,514929
2580,2,514929
245,2,514929
2298,2,514929
2366,2,514929
1206,2,515017
336,2,515017
169,2,515017
1344,2,515017
1822,2,515017
2027,2,515071
1961,2,515071
245,2,515071
2298,2,515071
2378,2,515071
1408,2,515370
2027,2,515370
1961,2,515370
245,2,515370
2298,2,515370
1408,2,515630
1853,2,515630
768,2,515630
2027,2,515630
1961,2,515630
245,2,515630
2298,2,515630
1430,2,515630
2027,2,515643
1961,2,515643
1634,2,515643
2193,2,515643
245,2,515643
2298,2,515643
1853,2,515863
768,2,515863
2027,2,515863
1961,2,515863
2579,2,515863
1950,2,515863
2193,2,515863
2378,2,515863
2578,2,515863
2090,2,516130
2340,2,516130
1172,2,516130
1349,2,516130
2746,2,516130
1895,2,516130
1328,2,516132
1994,2,516132
2483,2,516132
1160,2,516132
2256,2,516132
1408,2,516491
1853,2,516491
768,2,516491
2027,2,516491
1961,2,516491
1634,2,516491
1950,2,516491
2193,2,516491
2580,2,516491
2298,2,516491
2030,2,516940
252,2,516940
2251,2,516940
273,2,516940
1501,2,516940
1206,2,517042
336,2,517042
2030,2,517042
252,2,517042
2251,2,517042
1822,2,517042
1408,2,517676
2030,2,517676
1822,2,517676
2531,2,517676
270,2,517676
1444,2,517726
1862,2,517726
1383,2,517726
1679,2,517726
182,2,517726
2426,2,518046
2191,2,518046
2759,2,518046
2635,2,518046
244,2,518046
218,2,518967
2222,2,518967
2515,2,518967
2386,2,518967
1954,2,518967
1495,2,518967
260,2,518967
2665,2,519023
2108,2,519023
1909,2,519023
2009,2,519023
2664,2,519023
1900,2,519023
2740,2,519023
2452,2,519023
1355,2,519461
2665,2,519461
2287,2,519461
250,2,519461
2098,2,519461
2108,2,519461
1862,2,519461
1909,2,519461
2009,2,519461
2664,2,519461
1865,2,519461
1900,2,519461
2740,2,519461
1904,2,519461
2452,2,519461
1356,2,519461
301,2,519461
1793,2,519461
2108,2,519538
2009,2,519538
2664,2,519538
2740,2,519538
1904,2,519538
2452,2,519538
1355,2,519599
2665,2,519599
2098,2,519599
2108,2,519599
1909,2,519599
2009,2,519599
2664,2,519599
1865,2,519599
1900,2,519599
2740,2,519599
1904,2,519599
1356,2,519599
1796,2,520382
1642,2,520382
1790,2,520382
2090,2,520382
2338,2,520382
1647,2,520382
2744,2,520382
2220,2,521042
2138,2,521042
2225,2,521042
2219,2,521042
1963,2,521042
2027,2,521837
1961,2,521837
2579,2,521837
2195,2,521837
245,2,521837
2298,2,521837
2578,2,521837
1853,2,522179
768,2,522179
2579,2,522179
245,2,522179
2298,2,522179
2027,2,525173
1961,2,525173
245,2,525173
2298,2,525173
1430,2,525173
1379,2,525655
1378,2,525655
1810,2,525655
1351,2,525655
2524,2,525655
1446,2,525655
2522,2,525655
2420,2,526463
2220,2,526463
2138,2,526463
2225,2,526463
2217,2,526463
2223,2,526463
1963,2,526463
1822,2,527030
2541,2,527030
2056,2,527030
269,2,527030
271,2,527030
427,2,527055
2339,2,527055
151,2,527055
441,2,527055
1242,2,527055
2344,2,527350
2338,2,527350
292,2,527350
2320,2,527350
1423,2,527350
2401,2,527869
2090,2,527869
1562,2,527869
2536,2,527869
1671,2,527869
427,2,528166
2339,2,528166
151,2,528166
1260,2,528166
441,2,528166
1242,2,528166
2078,2,528189
1273,2,528189
2289,2,528189
1990,2,528189
238,2,528189
2367,2,528189
1409,2,528189
1433,2,528189
2344,2,528205
2393,2,528205
1859,2,528205
2024,2,528205
1423,2,528205
1911,2,528205
427,2,528216
2339,2,528216
151,2,528216
441,2,528216
1242,2,528216
1671,2,528216
1998,2,528367
218,2,528367
2222,2,528367
2515,2,528367
1428,2,528367
1192,2,528367
1213,2,528367
1522,2,528367
1676,2,528367
1325,2,528367
1418,2,528367
2210,2,528367
2386,2,528367
1326,2,528367
2502,2,528367
1495,2,528367
260,2,528367
1998,2,528377
1213,2,528377
1676,2,528377
1326,2,528377
2502,2,528377
1998,2,528533
1192,2,528533
1213,2,528533
1522,2,528533
1325,2,528533
2386,2,528533
1998,2,528581
218,2,528581
2222,2,528581
2515,2,528581
1522,2,528581
1676,2,528581
1931,2,528872
2352,2,528872
1893,2,528872
1812,2,528872
1471,2,528872
2323,2,528872
1884,2,529047
2172,2,529047
1631,2,529047
2553,2,529047
2636,2,529047
1925,2,529068
1178,2,529068
1409,2,529068
2492,2,529068
241,2,529068
2227,2,529068
1769,2,529068
1926,2,529068
1202,2,529068
1420,2,529068
1233,2,529068
1288,2,529068
1853,2,529185
768,2,529185
2195,2,529185
2578,2,529185
1418,2,529185
2614,2,529216
2178,2,529216
1222,2,529216
2670,2,529216
2361,2,529216
241,2,529248
2227,2,529248
1769,2,529248
1926,2,529248
1420,2,529248
1925,2,529591
241,2,529591
2227,2,529591
1769,2,529591
1926,2,529591
1202,2,529591
1420,2,529591
1288,2,529591
1925,2,529638
1178,2,529638
241,2,529638
2227,2,529638
1769,2,529638
1926,2,529638
1202,2,529638
1420,2,529638
1233,2,529638
2555,2,529716
2401,2,529716
2397,2,529716
1562,2,529716
2214,2,529716
2713,2,529716
2120,2,529716
2710,2,529716
1358,2,529716
1306,2,529716
2379,2,529716
1795,2,529716
2712,2,529716
2617,2,530579
2808,2,530579
2615,2,530579
214,2,530579
213,2,530579
2027,2,530868
1961,2,530868
2579,2,530868
1950,2,530868
2193,2,530868
2580,2,530868
245,2,530868
2298,2,530868
2665,2,530974
2290,2,530974
277,2,530974
1909,2,530974
2009,2,530974
2664,2,530974
1793,2,530974
2526,2,530974
2363,2,531148
1247,2,531148
2617,2,531148
2808,2,531148
2615,2,531148
214,2,531148
2640,2,531148
2344,2,531148
1890,2,531148
1859,2,531148
2397,2,531148
2713,2,531148
2120,2,531148
2024,2,531148
2536,2,531148
1423,2,531148
2744,2,531148
1306,2,531148
1933,2,531148
1408,2,531421
2027,2,531421
1961,2,531421
245,2,531421
2298,2,531421
1382,2,531973
1352,2,531973
1571,2,531973
2008,2,531973
1425,2,531973
2200,2,531973
2374,2,531973
224,2,531973
1382,2,533656
1352,2,533656
1425,2,533656
212,2,533656
2291,2,533656
2200,2,533656
2895,2,533656
2374,2,533656
224,2,533656
2295,2,533656
2027,2,533868
1961,2,533868
2103,2,533868
2230,2,533868
2270,2,533868
1729,2,533868
2235,2,533868
2275,2,533868
1328,2,534072
1994,2,534072
1307,2,534072
2483,2,534072
1205,2,534072
1160,2,534072
2256,2,534072
1226,2,534072
1174,2,534072
237,2,534072
1727,2,534072
1954,2,534072
2474,2,534072
2166,2,534072
2351,2,534072
1380,2,534072
1164,2,534123
2017,2,534123
2006,2,534123
259,2,534123
2183,2,534123
1174,2,534143
237,2,534143
1954,2,534143
2474,2,534143
2351,2,534143
1380,2,534143
1385,2,534162
1164,2,534162
2017,2,534162
2006,2,534162
1187,2,534162
2016,2,534162
259,2,534162
2183,2,534162
1328,2,534165
1994,2,534165
1504,2,534165
1431,2,534165
1954,2,534165
1523,2,534165
1807,2,534165
1188,2,534184
1826,2,534184
2016,2,534184
259,2,534184
2183,2,534184
1293,2,534411
1778,2,534411
1385,2,534411
1164,2,534411
2017,2,534411
2349,2,534411
1437,2,534411
2006,2,534411
1187,2,534411
1340,2,534411
1188,2,534411
2365,2,534411
259,2,534411
2183,2,534411
1523,2,534411
1784,2,534411
2617,2,534586
2808,2,534586
2615,2,534586
1642,2,534586
213,2,534586
2617,2,534593
2808,2,534593
2615,2,534593
213,2,534593
2214,2,534593
2463,2,534658
2713,2,534658
2120,2,534658
1423,2,534658
1897,2,534658
2463,2,534659
1423,2,534659
278,2,534659
1897,2,534659
1795,2,534659
2712,2,534659
2342,2,534692
2397,2,534692
292,2,534692
2320,2,534692
22,2,534692
2350,2,535094
1504,2,535094
1389,2,535094
1727,2,535094
1523,2,535094
2474,2,535094
1254,2,535094
1164,2,535376
2017,2,535376
1187,2,535376
259,2,535376
2183,2,535376
1264,2,536007
1572,2,536007
1960,2,536007
2384,2,536007
1507,2,536007
2347,2,536007
1267,2,536007
1425,2,536007
212,2,536007
2291,2,536007
1404,2,536007
2317,2,536007
1421,2,536007
1813,2,536007
1275,2,536007
1934,2,536007
2204,2,536007
2039,2,536007
240,2,536007
1166,2,536007
2374,2,536007
224,2,536007
2297,2,536007
1506,2,536007
1425,2,536084
212,2,536084
2291,2,536084
2374,2,536084
224,2,536084
1226,2,536198
1174,2,536198
237,2,536198
1727,2,536198
1878,2,536198
1931,2,536528
2533,2,536528
2493,2,536528
2352,2,536528
1893,2,536528
1471,2,536528
2323,2,536528
2533,2,536718
2493,2,536718
2352,2,536718
1893,2,536718
2323,2,536718
1273,2,537063
2289,2,537063
1216,2,537063
1971,2,537063
1990,2,537063
238,2,537063
2367,2,537063
1270,2,537063
2742,2,537063
1433,2,537063
1796,2,537374
2617,2,537374
2808,2,537374
2615,2,537374
213,2,537374
2401,2,537374
2397,2,537374
2338,2,537374
1562,2,537374
2214,2,537374
2340,2,537374
1172,2,537374
2713,2,537374
2120,2,537374
2536,2,537374
2710,2,537374
1358,2,537374
292,2,537374
2320,2,537374
2744,2,537374
2379,2,537374
2746,2,537374
1434,2,537374
2349,2,538310
2006,2,538310
1187,2,538310
1826,2,538310
1523,2,538310
1784,2,538310
2114,2,538310
2039,2,538310
240,2,538310
1166,2,538310
1164,2,538323
2017,2,538323
1188,2,538323
259,2,538323
2183,2,538323
1744,2,538434
1206,2,538434
336,2,538434
2030,2,538434
273,2,538434
1501,2,538434
2103,2,538662
2230,2,538662
2270,2,538662
1729,2,538662
2235,2,538662
2275,2,538662
2363,2,539569
1796,2,539569
2617,2,539569
2808,2,539569
2615,2,539569
214,2,539569
2555,2,539569
1642,2,539569
2640,2,539569
2344,2,539569
213,2,539569
257,2,539569
2180,2,539569
1350,2,539569
1790,2,539569
1324,2,539569
2393,2,539569
2401,2,539569
2342,2,539569
2463,2,539569
2090,2,539569
1890,2,539569
1859,2,539569
2397,2,539569
2338,2,539569
1556,2,539569
1562,2,539569
2214,2,539569
1759,2,539569
1647,2,539569
427,2,539569
2339,2,539569
151,2,539569
2340,2,539569
1172,2,539569
2618,2,539569
1989,2,539569
2713,2,539569
2120,2,539569
2024,2,539569
2536,2,539569
2710,2,539569
1358,2,539569
1701,2,539569
292,2,539569
2320,2,539569
2060,2,539569
22,2,539569
1559,2,539569
1423,2,539569
278,2,539569
2744,2,539569
1260,2,539569
1806,2,539569
1306,2,539569
441,2,539569
1242,2,539569
1416,2,539569
2747,2,539569
1349,2,539569
2379,2,539569
2746,2,539569
1944,2,539569
1847,2,539569
1671,2,539569
1434,2,539569
1795,2,539569
2712,2,539569
1895,2,539569
2453,2,539569
1911,2,539569
1744,2,539589
169,2,539589
1344,2,539589
2030,2,539589
2531,2,539589
270,2,539589
2363,2,539894
1642,2,539894
2640,2,539894
2344,2,539894
1704,2,539894
257,2,539894
2180,2,539894
1350,2,539894
1790,2,539894
2342,2,539894
2090,2,539894
2338,2,539894
1556,2,539894
2214,2,539894
427,2,539894
2339,2,539894
151,2,539894
2340,2,539894
1172,2,539894
2618,2,539894
2024,2,539894
1465,2,539894
2536,2,539894
358,2,539894
1559,2,539894
1423,2,539894
2744,2,539894
1260,2,539894
1416,2,539894
2747,2,539894
1349,2,539894
2746,2,539894
1847,2,539894
1671,2,539894
2388,2,539894
1895,2,539894
2453,2,539894
1911,2,539894
2363,2,539905
1247,2,539905
1704,2,539905
1556,2,539905
427,2,539905
2339,2,539905
151,2,539905
2024,2,539905
2744,2,539905
1260,2,539905
1416,2,539905
2747,2,539905
1349,2,539905
2746,2,539905
1911,2,539905
1705,2,540454
2400,2,540454
2037,2,540454
1537,2,540454
1163,2,540454
2341,2,540454
1164,2,541318
2017,2,541318
259,2,541318
2183,2,541318
1784,2,541318
2027,2,542660
1961,2,542660
2103,2,542660
2230,2,542660
2235,2,542660
2401,2,542851
2342,2,542851
2090,2,542851
1562,2,542851
2710,2,542851
1358,2,542851
1701,2,542851
22,2,542851
1671,2,542851
2617,2,543242
2808,2,543242
2615,2,543242
214,2,543242
2555,2,543242
213,2,543242
2397,2,543242
2214,2,543242
2150,2,543649
1705,2,543649
2498,2,543649
2069,2,543649
1397,2,543649
2037,2,543649
1894,2,543754
342,2,543754
420,2,543754
1173,2,543754
2177,2,543754
2393,2,544278
2342,2,544278
2090,2,544278
1562,2,544278
1989,2,544278
2536,2,544278
22,2,544278
1423,2,544278
1806,2,544278
1795,2,544278
2712,2,544278
1895,2,544278
1247,2,544320
1642,2,544320
2342,2,544320
2338,2,544320
1989,2,544320
22,2,544320
1247,2,544321
1642,2,544321
257,2,544321
2180,2,544321
2342,2,544321
1989,2,544321
22,2,544321
1247,2,544326
1642,2,544326
2342,2,544326
1890,2,544326
22,2,544326
2746,2,544326
2617,2,544366
2808,2,544366
2615,2,544366
214,2,544366
213,2,544366
1895,2,544366
1642,2,544400
2342,2,544400
1890,2,544400
1989,2,544400
22,2,544400
1806,2,544400
2363,2,544423
1247,2,544423
2393,2,544423
2342,2,544423
1562,2,544423
427,2,544423
2339,2,544423
151,2,544423
1989,2,544423
22,2,544423
1944,2,544423
1847,2,544423
1795,2,544423
2712,2,544423
2342,2,544447
22,2,544447
358,2,544447
1559,2,544447
1450,2,544447
1895,2,544447
1890,2,544614
427,2,544614
151,2,544614
441,2,544614
1242,2,544614
1206,2,545408
336,2,545408
169,2,545408
1344,2,545408
2541,2,545408
2027,2,545469
1961,2,545469
2103,2,545469
2230,2,545469
2270,2,545469
2235,2,545469
2275,2,545469
1744,2,545708
1856,2,545708
1206,2,545708
336,2,545708
2030,2,545708
2293,2,546794
200,2,546794
1274,2,546794
1969,2,546794
2495,2,546794
1705,2,546794
2400,2,546794
2818,2,546794
353,2,546794
2142,2,546794
1397,2,546794
2037,2,546794
1537,2,546794
1163,2,546794
2341,2,546794
2539,2,546819
1861,2,546819
1481,2,546819
1521,2,546819
1935,2,546819
2539,2,546838
391,2,546838
2244,2,546838
1481,2,546838
1935,2,546838
1364,2,547336
1378,2,547336
1914,2,547336
2087,2,547336
2079,2,547336
2534,2,547336
1378,2,547452
1914,2,547452
2079,2,547452
2534,2,547452
2122,2,547452
1408,2,547800
2027,2,547800
1961,2,547800
1634,2,547800
2193,2,547800
1408,2,549007
2027,2,549007
1961,2,549007
2579,2,549007
1950,2,549007
2195,2,549007
1587,2,549007
245,2,549007
2298,2,549007
2378,2,549007
1219,2,549154
2069,2,549154
1397,2,549154
2037,2,549154
1626,2,549154
1425,2,549514
212,2,549514
2291,2,549514
2200,2,549514
2374,2,549514
224,2,549514
1890,2,549518
2024,2,549518
2744,2,549518
1795,2,549518
2712,2,549518
2363,2,549903
2393,2,549903
2090,2,549903
2338,2,549903
1556,2,549903
1647,2,549903
427,2,549903
2339,2,549903
151,2,549903
2744,2,549903
1260,2,549903
1933,2,549903
1944,2,549903
1795,2,549903
2712,2,549903
2363,2,549960
2555,2,549960
1642,2,549960
1324,2,549960
2393,2,549960
2090,2,549960
1890,2,549960
2338,2,549960
1562,2,549960
1759,2,549960
1647,2,549960
427,2,549960
2339,2,549960
151,2,549960
2340,2,549960
1172,2,549960
2713,2,549960
2120,2,549960
2536,2,549960
2710,2,549960
1358,2,549960
2060,2,549960
358,2,549960
1559,2,549960
1423,2,549960
2744,2,549960
1260,2,549960
1897,2,549960
1306,2,549960
1933,2,549960
1416,2,549960
2747,2,549960
2746,2,549960
1847,2,549960
1671,2,549960
1434,2,549960
2388,2,549960
2453,2,549960
1425,2,550316
212,2,550316
2291,2,550316
2374,2,550316
224,2,550316
1164,2,550401
2017,2,550401
259,2,550401
2183,2,550401
1784,2,550401
427,2,550923
151,2,550923
2060,2,550923
441,2,550923
1242,2,550923
2388,2,550923
1206,2,550990
336,2,550990
220,2,550990
2325,2,550990
1822,2,550990
1796,2,551024
1247,2,551024
2555,2,551024
1642,2,551024
2640,2,551024
2344,2,551024
1890,2,551024
1759,2,551024
427,2,551024
151,2,551024
2340,2,551024
1172,2,551024
2536,2,551024
2060,2,551024
2744,2,551024
441,2,551024
1242,2,551024
2746,2,551024
2388,2,551024
2118,2,551114
2309,2,551114
2770,2,551114
2015,2,551114
1682,2,551114
2393,2,551121
1859,2,551121
1647,2,551121
2710,2,551121
1358,2,551121
2388,2,551121
1795,2,551121
2712,2,551121
1328,2,551184
1994,2,551184
1883,2,551184
1389,2,551184
1954,2,551184
2363,2,551326
1247,2,551326
2617,2,551326
2808,2,551326
2615,2,551326
214,2,551326
1324,2,551326
1907,2,551326
2199,2,551326
1796,2,551335
1247,2,551335
2344,2,551335
1859,2,551335
427,2,551335
2339,2,551335
151,2,551335
1925,2,551453
241,2,551453
2227,2,551453
1769,2,551453
1926,2,551453
1202,2,551453
1288,2,551453
1744,2,551466
1206,2,551466
336,2,551466
169,2,551466
1344,2,551466
2030,2,551466
1796,2,551543
2640,2,551543
1890,2,551543
2340,2,551543
1172,2,551543
278,2,551543
1355,2,551579
2209,2,551579
1159,2,551579
2665,2,551579
2287,2,551579
250,2,551579
2098,2,551579
2108,2,551579
2290,2,551579
277,2,551579
1862,2,551579
1909,2,551579
2009,2,551579
2664,2,551579
1865,2,551579
2740,2,551579
2452,2,551579
1793,2,551579
1931,2,551592
2493,2,551592
2352,2,551592
1893,2,551592
1812,2,551592
1471,2,551592
2323,2,551592
1931,2,551896
1444,2,551896
1862,2,551896
1383,2,551896
1679,2,551896
182,2,551896
1385,2,552215
1164,2,552215
2017,2,552215
2006,2,552215
1187,2,552215
259,2,552215
2183,2,552215
2114,2,552215
2363,2,552559
1796,2,552559
2397,2,552559
1647,2,552559
427,2,552559
2339,2,552559
151,2,552559
2024,2,552559
220,2,552807
2325,2,552807
1822,2,552807
1804,2,552807
2531,2,552807
270,2,552807
271,2,552807
1764,2,552807
2209,2,552911
1159,2,552911
2634,2,552911
2213,2,552911
2197,2,552911
1890,2,552967
1859,2,552967
427,2,552967
2339,2,552967
151,2,552967
1416,2,552967
2747,2,552967
1911,2,552967
2363,2,552985
1796,2,552985
1247,2,552985
2640,2,552985
427,2,552985
151,2,552985
441,2,552985
1242,2,552985
2388,2,552985
1883,2,553712
1226,2,553712
1727,2,553712
1241,2,553712
1380,2,553712
1925,2,554294
241,2,554294
2227,2,554294
1769,2,554294
1926,2,554294
1420,2,554294
2384,2,554302
1507,2,554302
1267,2,554302
2317,2,554302
1421,2,554302
1813,2,554302
1275,2,554302
1934,2,554302
1425,2,554303
212,2,554303
2291,2,554303
2374,2,554303
224,2,554303
1355,2,554775
2209,2,554775
1159,2,554775
2665,2,554775
2287,2,554775
250,2,554775
2098,2,554775
2108,2,554775
2290,2,554775
277,2,554775
1862,2,554775
1909,2,554775
2009,2,554775
2664,2,554775
1865,2,554775
1900,2,554775
2740,2,554775
1904,2,554775
2452,2,554775
1356,2,554775
301,2,554775
1793,2,554775
2526,2,554775
1968,2,555204
1161,2,555204
2711,2,555204
2363,2,555204
1796,2,555204
1247,2,555204
2617,2,555204
2808,2,555204
2615,2,555204
214,2,555204
2555,2,555204
2640,2,555204
